iter	RMSE
399	2.953716721
400	2.950379152
401	2.94699687
402	2.939119501
403	2.938339745
404	2.930574885
405	2.928550663
406	2.926297248
407	2.920343344
408	2.912930089
409	2.90644896
410	2.904950797
411	2.901376083
412	2.895013045
413	2.888959474
414	2.885572759
415	2.882832245
416	2.879425724
417	2.876847177
418	2.870187211
419	2.86797015
420	2.861115242
421	2.858256587
422	2.853798593
423	2.852396334
424	2.847332511
425	2.846454723
426	2.842685184
427	2.837341886
428	2.836897091
429	2.832258617
430	2.830683624
431	2.822741402
432	2.820571671
433	2.816900998
434	2.81305398
435	2.809250585
436	2.805021515
437	2.798380168
438	2.79518589
439	2.788996034
440	2.788534835
441	2.786539179
442	2.785691321
443	2.779146916
444	2.775159845
445	2.769698904
446	2.765774909
447	2.7612917
448	2.757886115
449	2.75580973
450	2.750298059
451	2.749318054
452	2.745534422
453	2.741516162
454	2.739804152
455	2.737644219
456	2.732778985
457	2.730012131
458	2.727314501
459	2.72421911
460	2.720957306
461	2.714525342
462	2.707586823
463	2.701628613
464	2.699700086
465	2.69685873
466	2.696285555
467	2.694811346
468	2.692031827
469	2.689259763
470	2.688935364
471	2.686220604
472	2.683620544
473	2.680577641
474	2.675884623
475	2.673704231
476	2.666480058
477	2.664506251
478	2.658096425
479	2.65022042
480	2.648693121
481	2.647667765
482	2.64456059
483	2.639527739
484	2.636943498
485	2.634389007
486	2.631717676
487	2.629140132
488	2.627255348
489	2.627145275
490	2.621659011
491	2.616692685
492	2.614123537
493	2.609700154
494	2.60702349
495	2.606308692
496	2.604110561
497	2.60232342
498	2.598930238
499	2.596033549
500	2.590740168
501	2.586724937
502	2.584740412
503	2.580720698
504	2.57988164
505	2.576456618
506	2.573799754
507	2.570119087
508	2.56555341
509	2.563644634
510	2.556137808
511	2.555363524
512	2.555075437
513	2.548009925
514	2.544176231
515	2.541664555
516	2.53755639
517	2.532061575
518	2.527555172
519	2.522980883
520	2.516540677
521	2.512471513
522	2.510189147
523	2.505544994
524	2.500818918
525	2.49574174
526	2.491414532
527	2.488821199
528	2.486691373
529	2.480177314
530	2.47377845
531	2.467381422
532	2.464168947
533	2.46270606
534	2.457943404
535	2.455516029
536	2.452772996
537	2.45110292
538	2.446867888
539	2.44371755
540	2.440020303
541	2.43811874
542	2.435790085
543	2.433972514
544	2.430412575
545	2.426953347
546	2.424206607
547	2.42067443
548	2.416340183
549	2.412758382
550	2.411299324
551	2.406855376
552	2.405938584
553	2.404615573
554	2.400223839
555	2.397862512
556	2.392537511
557	2.388003396
558	2.385895729
559	2.381452144
560	2.377817796
561	2.376727223
562	2.373750307
563	2.368631945
564	2.366160649
565	2.366042218
566	2.364682092
567	2.36146798
568	2.359702683
569	2.357568132
570	2.3563436
571	2.351260528
572	2.349941585
573	2.344842491
574	2.340673343
575	2.338539368
576	2.338084828
577	2.333058809
578	2.328108893
579	2.32686609
580	2.324764579
581	2.319210092
582	2.314795278
583	2.311870456
584	2.309362359
585	2.305888388
586	2.303924942
587	2.301348614
588	2.29784183
589	2.291634098
590	2.289090597
591	2.2871061
592	2.282826364
593	2.282248841
594	2.281219665
595	2.277678833
596	2.274506885
597	2.270278932
598	2.268972559
599	2.267775053
600	2.263538714
601	2.259300098
602	2.259073292
603	2.253873944
604	2.251957971
605	2.250977802
606	2.249388714
607	2.246082597
608	2.241868475
609	2.240968227
610	2.236550147
611	2.231876446
612	2.229769557
613	2.228484237
614	2.225876154
615	2.221601236
616	2.220140675
617	2.216365355
618	2.215713331
619	2.214608989
620	2.211796533
621	2.210667631
622	2.210564715
623	2.205542893
624	2.203756943
625	2.203167548
626	2.200846052
627	2.196951738
628	2.193309856
629	2.192254442
630	2.191020971
631	2.18533103
632	2.184198994
633	2.182903075
634	2.180365244
635	2.176585665
636	2.175083529
637	2.170327917
638	2.168850568
639	2.167229318
640	2.163242034
641	2.162790707
642	2.161794987
643	2.158806805
644	2.155189023
645	2.151622088
646	2.147461771
647	2.146903061
648	2.142703961
649	2.141262471
650	2.139562076
651	2.138993342
652	2.13830352
653	2.136387752
654	2.135640859
655	2.134224518
656	2.132992846
657	2.132361975
658	2.127623198
659	2.12401781
660	2.122106459
661	2.121222886
662	2.117568884
663	2.114003067
664	2.110437099
665	2.108942038
666	2.106114924
667	2.103864258
668	2.101021546
669	2.100751083
670	2.098010632
671	2.094064893
672	2.092110509
673	2.08900371
674	2.085290848
675	2.085003661
676	2.082241516
677	2.080625067
678	2.076655482
679	2.075633138
680	2.071718626
681	2.067605353
682	2.062751134
683	2.060560348
684	2.05851465
685	2.057764127
686	2.055811825
687	2.053693098
688	2.051178571
689	2.04946785
690	2.046912014
691	2.045764191
692	2.042028991
693	2.039697608
694	2.035062213
695	2.033509551
696	2.032160662
697	2.026122647
698	2.020851917
699	2.017479107
700	2.014478617
701	2.012049271
702	2.008468615
703	2.007679525
704	2.005215498
705	2.001659478
706	1.997922365
707	1.996563632
708	1.995583289
709	1.994302445
710	1.992540062
711	1.992247131
712	1.991602085
713	1.990472291
714	1.989526463
715	1.98419531
716	1.982075604
717	1.981252938
718	1.97774661
719	1.974693174
720	1.973604373
721	1.9718365
722	1.970790634
723	1.969583719
724	1.968384769
725	1.965182689
726	1.96302919
727	1.96099796
728	1.958843205
729	1.952408756
730	1.948367138
731	1.945679941
732	1.944259287
733	1.943133044
734	1.942149391
735	1.940617765
736	1.940216534
737	1.936510542
738	1.935373797
739	1.932419555
740	1.928381333
741	1.925851603
742	1.921645187
743	1.919219464
744	1.91851572
745	1.91484294
746	1.911233823
747	1.91062449
748	1.907487534
749	1.90417074
750	1.902079306
751	1.900134015
752	1.8998268
753	1.89773034
754	1.893905398
755	1.889526871
756	1.886724216
757	1.885967048
758	1.884542686
759	1.880873511
760	1.880796328
761	1.880250748
762	1.879747496
763	1.875927656
764	1.875043726
765	1.872765842
766	1.871964256
767	1.868987795
768	1.865500929
769	1.863710598
770	1.858579493
771	1.856887451
772	1.851998746
773	1.85060722
774	1.84751768
775	1.845393924
776	1.843962483
777	1.841034478
778	1.839227962
779	1.834714613
780	1.832097146
781	1.831684144
782	1.828809282
783	1.82729137
784	1.825300928
785	1.824803908
786	1.822328275
787	1.82006157
788	1.817703037
789	1.816626388
790	1.815726334
791	1.812055189
792	1.809333123
793	1.807322737
794	1.804875751
795	1.804341516
796	1.803632239
797	1.800328544
798	1.799863178
799	1.799107423
800	1.796579207
801	1.795718992
802	1.794551133
803	1.793846877
804	1.791843427
805	1.791641219
806	1.789671269
807	1.788485969
808	1.786015198
809	1.784023289
810	1.78379344
811	1.781915462
812	1.780459145
813	1.778192401
814	1.775590196
815	1.772720042
816	1.771869404
817	1.769375538
818	1.766957524
819	1.766197475
820	1.761523819
821	1.758880515
822	1.758731685
823	1.757182701
824	1.755722282
825	1.753129612
826	1.751262291
827	1.749532159
828	1.747349542
829	1.746584018
830	1.745292873
831	1.744479549
832	1.742915072
833	1.740860922
834	1.739208828
835	1.737995949
836	1.733570075
837	1.7322414
838	1.728502418
839	1.725876873
840	1.724355326
841	1.72294286
842	1.720237422
843	1.71896662
844	1.716202373
845	1.710994053
846	1.708121069
847	1.706843999
848	1.705297397
849	1.704250134
850	1.701157174
851	1.698416561
852	1.696801034
853	1.692924245
854	1.691337959
855	1.690593682
856	1.689332073
857	1.687999195
858	1.687206145
859	1.686731449
860	1.684261356
861	1.683932675
862	1.682986061
863	1.680736597
864	1.680431794
865	1.678030987
866	1.677107758
867	1.675100587
868	1.671063119
869	1.667292352
870	1.665717137
871	1.663101341
872	1.661608747
873	1.659075423
874	1.658353813
875	1.657409498
876	1.655486866
877	1.653971441
878	1.651391507
879	1.650078463
880	1.647759595
881	1.646608621
882	1.64473472
883	1.644564942
884	1.64255283
885	1.641075809
886	1.640285861
887	1.636978099
888	1.633830478
889	1.629133916
890	1.626173446
891	1.624849212
892	1.624347103
893	1.622092274
894	1.618731995
895	1.618389643
896	1.614041579
897	1.613669294
898	1.612178224
899	1.611219495
900	1.606752945
901	1.603018906
902	1.600742936
903	1.60015067
904	1.598348567
905	1.597951097
906	1.597124748
907	1.595070358
908	1.591345162
909	1.58872789
910	1.587380844
911	1.585243369
912	1.583259922
913	1.582962935
914	1.581584023
915	1.577772627
916	1.577084478
917	1.574723409
918	1.572260259
919	1.57073093
920	1.569649405
921	1.568553292
922	1.563277418
923	1.560951486
924	1.558870428
925	1.557116796
926	1.554898122
927	1.552319285
928	1.550346659
929	1.549944554
930	1.549564522
931	1.549232389
932	1.547585216
933	1.546335168
934	1.545190486
935	1.544491189
936	1.541911388
937	1.538815343
938	1.538046529
939	1.536448398
940	1.536256399
941	1.534938168
942	1.533403411
943	1.532240427
944	1.530844202
945	1.528835292
946	1.526234291
947	1.523343866
948	1.520981675
949	1.520298737
950	1.519647496
951	1.518035963
952	1.514254469
953	1.51174757
954	1.511508094
955	1.51021074
956	1.507995167
957	1.504206621
958	1.501855739
959	1.501255185
960	1.498657951
961	1.495056602
962	1.49445615
963	1.493679382
964	1.491487368
965	1.489034303
966	1.485899195
967	1.482773703
968	1.480677813
969	1.476960614
970	1.476495907
971	1.474967366
972	1.472872116
973	1.469520611
974	1.467433995
975	1.46639579
976	1.465330679
977	1.465298318
978	1.464665123
979	1.463277951
980	1.461795518
981	1.461165879
982	1.459670373
983	1.458661422
984	1.456528015
985	1.455131243
986	1.453042776
987	1.451663683
988	1.45093069
989	1.448585527
990	1.445231981
991	1.445172052
992	1.441372005
993	1.440812761
994	1.440156723
995	1.438933402
996	1.438134294
997	1.436663774
998	1.434263837
999	1.432173615
